"","Day","Mean Pressure (hPa)","Absolute Daily Max Air Temperature (deg. C)","Mean Air Temperature (deg. C)","Absolute Daily Min Air Temperature (deg. C)","Mean Dew Point (deg. C)","Mean Relative Humidity (%)","Mean Amount of Cloud (%)","Total Rainfall (mm)","Total Bright Sunshine (hours)","Prevailing Wind Direction (degrees)","Mean Wind Speed (km/h)","WeekID","GP","Date"
"809",19,1014.1,22.5,20.8,19.4,18.7,88,63,"Trace",3.8,"040","21.2",116,7.75714285714286,2012-03-19
"810",20,1014.1,22.7,20.3,19,18,87,83,"Trace",3.4,"050","21.5",116,7.75714285714286,2012-03-20
"811",21,1015.7,20.6,18.8,18,16,84,86,"Trace",2.5,"090#","36.1#",116,7.75714285714286,2012-03-21
"812",22,1014.2,24.5,20.7,17.7,17,80,83,"Trace",5.6,"050","24.5",116,7.75714285714286,2012-03-22
"813",23,1014.3,25.3,20.9,16.7,17.3,80,87,"0.0",1.3,"020","21.2",116,7.75714285714286,2012-03-23
"814",24,1019.2,21.6,17.6,13.6,8.5,56,52,"0.1",9.8,"020","31.2",117,7.47142857142857,2012-03-24
"815",25,1020.1,22.6,18.5,15.5,11.2,64,16,"0.0",9.5,"070","24.0",117,7.47142857142857,2012-03-25
"816",26,1020.6,23.8,19.6,15.5,8.3,50,24,"0.0",9.9,"060","35.3",117,7.47142857142857,2012-03-26
"817",27,1021.1,23.8,20.5,17.7,11.9,59,28,"0.0",10.3,"060","28.7",117,7.47142857142857,2012-03-27
"818",28,1019.9,24.2,21.1,19.1,14.7,67,49,"0.0",9.3,"060","28.8",117,7.47142857142857,2012-03-28
"819",29,1017.7,26.1,22.3,19.7,17,72,66,"0.0",8.3,"050","28.8",117,7.47142857142857,2012-03-29
"820",30,1015.5,25,23,21,19.7,82,87,"0.0",1.5,"050","22.8",117,7.47142857142857,2012-03-30
"821",31,1018.5,26.1,22.3,20.5,17.3,74,83,"Trace",1.8,"030","26.8",118,6.6,2012-03-31
"822",1,1019.2,23.4,20.7,19,15.4,73,82,"0.0",5.1,"080","23.5",118,6.6,2012-04-01
"823",2,1015.9,24.6,21.9,20.1,18.9,83,85,"0.0",2.6,"050","18.1",118,6.6,2012-04-02
"824",3,1016.9,28.4,24.5,22,21,81,80,"0.0",6.1,"200","6.3",118,6.6,2012-04-03
"825",4,1016.6,23.9,21.9,20.9,18.1,79,86,"0.0",2.5,"040","27.4",118,6.6,2012-04-04
"826",5,1013.7,23.2,21.3,20.4,19.9,92,94,"48.5",0,"040","15.4",118,6.6,2012-04-05
"827",6,1015.3,20.7,19.9,18.2,19.3,96,95,"10.9",0,"070","33.5",118,6.6,2012-04-06
"828",7,1017.1,21.4,20.3,18.4,14.2,68,91,"0.0",0.2,"080","38.8",119,6.65714285714286,2012-04-07
"829",8,1015.7,22.1,20.8,19.9,18.2,85,89,"0.3",0.2,"070","30.4",119,6.65714285714286,2012-04-08
"830",9,1014.3,25.9,22.5,20.3,20.8,91,83,"28.9",4.5,"040","21.2",119,6.65714285714286,2012-04-09
"831",10,1013.8,27.9,23.8,21.6,21.7,88,70,"0.0",7.9,"070","14.3",119,6.65714285714286,2012-04-10
"832",11,1011.3,28.5,25,22.3,21.3,81,54,"0.0",9.8,"230","8.4",119,6.65714285714286,2012-04-11
"833",12,1010,27.8,25.5,23.7,22.4,83,66,"0.0",5.3,"190","9.5",119,6.65714285714286,2012-04-12
"834",13,1010.8,29.5,26.5,24.7,23.4,83,81,"Trace",1.5,"200","15.3",119,6.65714285714286,2012-04-13
"835",14,1011.2,29.5,26.9,25.2,24,85,74,"Trace",2.6,"210","11.9",120,5.98571428571429,2012-04-14
"836",15,1009.6,29.6,27.1,25.5,23.4,80,65,"Trace",5.6,"210","14.8",120,5.98571428571429,2012-04-15
"837",16,1008.5,28.8,26,22.5,23.5,86,85,"11.8",2,"220","19.9",120,5.98571428571429,2012-04-16
"838",17,1009.6,23.9,21.3,20,20.2,93,93,"16.6",0,"090#","40.4#",120,5.98571428571429,2012-04-17
"839",18,1009.4,22.9,22,21.1,20,88,88,"Trace",0.5,"090","32.0",120,5.98571428571429,2012-04-18
"840",19,1009.6,22.9,22.2,21.7,21.6,96,80,"28.2",0,"050","20.2",120,5.98571428571429,2012-04-19
"841",20,1008.7,23.1,22,20.8,21.3,96,82,"66.2",0.1,"050","15.7",120,5.98571428571429,2012-04-20
"842",21,1008.8,25.8,23.3,21.1,20,82,77,"0.0",2.6,"350","6.5",121,5.8,2012-04-21
"843",22,1009.9,28.5,24.3,21.9,20.3,79,50,"0.0",11,"050","12.2",121,5.8,2012-04-22
"844",23,1008.7,28,25.4,23.5,22.9,86,85,"0.3",0.4,"170","23.5",121,5.8,2012-04-23
"845",24,1006.6,28.4,27.1,25.6,23.7,82,85,"Trace",2.2,"210","32.1",121,5.8,2012-04-24
"846",25,1006.7,29,27.5,23.6,24.3,83,88,"4.8",0.8,"220","24.1",121,5.8,2012-04-25
"847",26,1009.9,28.8,24.4,22,21.2,83,72,"Trace",6,"090","23.7",121,5.8,2012-04-26
"848",27,1009.5,23.6,22.3,21.5,20.9,92,88,"34.5",0.2,"070","30.1",121,5.8,2012-04-27
"849",28,1008.9,25.9,23.5,21.3,22.7,95,88,"22.2",1.8,"100","21.6",122,8.07142857142857,2012-04-28
"850",29,1007.3,30.2,27.2,23.9,25.1,89,81,"21.2",2.1,"200","22.9",122,8.07142857142857,2012-04-29
"851",30,1005.8,30.1,28.5,26.6,25,82,77,"0.5",4.5,"210","29.6",122,8.07142857142857,2012-04-30
"852",1,1006.3,30.5,28.7,27.8,25.4,83,86,"Trace",2.5,"210","28.2",122,8.07142857142857,2012-05-01
"853",2,1006.6,31.9,29.2,27.8,25.5,81,74,"0.4",8.2,"220","26.4",122,8.07142857142857,2012-05-02
"854",3,1005.5,30.8,29,28,25.5,82,86,"Trace",2.4,"210","23.8",122,8.07142857142857,2012-05-03
"855",4,1006.1,31.2,28,24.4,25.9,89,84,"35.7",3,"190","18.4",122,8.07142857142857,2012-05-04
"856",5,1009.4,26.2,24.9,24.1,23.6,93,86,"3.4",0.6,"080","22.6",123,7.04285714285714,2012-05-05
"857",6,1010.5,28.2,25.9,24.4,22.9,84,79,"0.0",6.5,"090","17.7",123,7.04285714285714,2012-05-06
"858",7,1010,28.9,26.5,24.6,23.4,83,61,"0.0",9.2,"110","12.7",123,7.04285714285714,2012-05-07
"859",8,1008.8,31.9,28.6,26.1,24.3,78,59,"0.0",9.7,"230","11.5",123,7.04285714285714,2012-05-08
"860",9,1008.9,32.5,29.2,27,25,79,33,"0.0",11.3,"240","24.7",123,7.04285714285714,2012-05-09
"861",10,1008.8,32.5,29.1,26.9,25.4,81,57,"6.1",10.1,"240","22.0",123,7.04285714285714,2012-05-10
"862",11,1008.4,27.9,26,24.7,24.3,91,88,"1.4",0.6,"090","33.7",123,7.04285714285714,2012-05-11
"863",12,1007,28.7,26.4,24.5,24.3,88,80,"0.1",5.2,"110","27.9",124,8.02857142857143,2012-05-12
"864",13,1005.3,29.6,27.9,26,24.5,82,76,"4.6",3.4,"200","13.8",124,8.02857142857143,2012-05-13
"865",14,1006.9,32.2,28.8,25.7,25.4,82,67,"1.9",6.5,"190","11.2",124,8.02857142857143,2012-05-14
"866",15,1007.6,30.3,28,26.4,25.9,89,71,"22.1",4.8,"110","8.5",124,8.02857142857143,2012-05-15
"867",16,1006.1,29.2,26.6,25.7,25.4,93,81,"14.4",3.1,"060","16.0",124,8.02857142857143,2012-05-16
"868",17,1006.5,28.9,27,25.5,25.2,90,83,"2.0",1.5,"110","11.8",124,8.02857142857143,2012-05-17
"869",18,1008.1,27.2,25.4,24.8,25,98,89,"83.8",0,"110","28.1",124,8.02857142857143,2012-05-18
"870",19,1007.1,30,26.5,24.5,25.1,92,79,"7.4",4.8,"040","18.2",125,8.37142857142857,2012-05-19
"871",20,1005.6,30.7,27,25.1,25.2,91,78,"49.6",5.3,"050","15.2",125,8.37142857142857,2012-05-20
"872",21,1007.6,28.1,25.9,24.9,22.3,81,87,"Trace",4.2,"100","41.5",125,8.37142857142857,2012-05-21
"873",22,1008.5,27.6,25.6,24.3,20.5,74,66,"Trace",9.4,"100","40.8",125,8.37142857142857,2012-05-22
"874",23,1007.6,28.5,25.7,24.5,21.6,78,72,"0.0",5.4,"090","38.1",125,8.37142857142857,2012-05-23
"875",24,1006.7,27.5,26.1,25.1,23,83,90,"Trace",0.8,"080","31.2",125,8.37142857142857,2012-05-24
"876",25,1006.3,30.9,27.9,26.1,24.7,83,78,"Trace",5,"070","29.8",125,8.37142857142857,2012-05-25
"877",26,1006.6,28.2,26.9,25.8,25.1,90,88,"28.4",2.5,"080","29.7",126,9.54285714285714,2012-05-26
"878",27,1007.4,29.5,26.9,25.7,25.1,90,90,"5.8",2.2,"090","27.7",126,9.54285714285714,2012-05-27
"879",28,1008.6,26.2,25.5,25,24.6,95,88,"10.5",0,"150#","25.0#",126,9.54285714285714,2012-05-28
"880",29,1009.8,26.2,25.5,24.9,23.3,87,88,"0.1",0.1,"***","***",126,9.54285714285714,2012-05-29
"881",30,1007.8,29.5,26.7,25.3,24,85,83,"Trace",4.8,"***","***",126,9.54285714285714,2012-05-30
"882",31,1007.8,29.4,27,25.7,23.7,83,83,"Trace",3,"***","***",126,9.54285714285714,2012-05-31
"883",1,1008,28.3,26.1,24.9,21.4,75,74,"0.0",8.1,"***","***",126,9.54285714285714,2012-06-01
"884",2,1006.3,30.2,26.6,24.8,23.3,82,83,"8.6",5.3,"***","***",127,7.61428571428571,2012-06-02
"885",3,1005.3,28.4,26,24.9,23.7,88,86,"Trace",1.6,"***","***",127,7.61428571428571,2012-06-03
"886",4,1004.8,29.7,27,25.8,23.6,82,70,"Trace",6.7,"160#","12.5#",127,7.61428571428571,2012-06-04
"887",5,1004.2,31.6,28.2,25.8,24.1,79,52,"0.0",11.5,"150","9.7",127,7.61428571428571,2012-06-05
"888",6,1004,31.2,28.3,26.5,24.8,82,58,"0.0",11.2,"100","14.1",127,7.61428571428571,2012-06-06
"889",7,1004.2,31.2,28.5,26.8,25,82,63,"Trace",10.3,"090","16.3",127,7.61428571428571,2012-06-07
"890",8,1004.5,32.9,29.5,27.7,25.9,81,76,"0.0",5.5,"210","11.9",127,7.61428571428571,2012-06-08
"891",9,1003.5,31.9,29.1,26.7,25.8,82,85,"1.5",5.6,"230","23.5",128,7.25714285714286,2012-06-09
"892",10,1001.1,30.4,29,25.9,26.5,87,88,"26.8",0.7,"240","37.6",128,7.25714285714286,2012-06-10
"893",11,999.4,30.4,29.4,28.1,26.4,84,86,"0.2",0.8,"240","41.1",128,7.25714285714286,2012-06-11
"894",12,999.7,31.7,28.9,26.6,25.7,83,87,"2.8",3.7,"240","24.7",128,7.25714285714286,2012-06-12
"895",13,1001,28.1,26.3,25,25,93,87,"22.5",0.2,"080","17.4",128,7.25714285714286,2012-06-13
"896",14,1001.2,30.3,27.4,25.2,23.5,80,77,"Trace",7.2,"150","15.0",128,7.25714285714286,2012-06-14
"897",15,1000.5,29.8,28,26.9,24.8,83,86,"Trace",3.4,"090","25.7",128,7.25714285714286,2012-06-15
"898",16,1000.3,27.9,26.1,24.7,24.9,93,88,"60.3",0,"060","32.9",129,6.34285714285714,2012-06-16
"899",17,1001.3,28.2,26.7,25.5,25.5,93,87,"24.6",1.8,"110","32.0",129,6.34285714285714,2012-06-17
"900",18,998.6,30,27.3,25.5,25.7,91,87,"17.7",2.8,"110","30.8",129,6.34285714285714,2012-06-18
"901",19,995,32.1,28.2,26.1,25.3,85,83,"1.4",4,"050","32.1",129,6.34285714285714,2012-06-19
"902",20,997.8,33,29.9,28,25.4,77,76,"0.0",6.6,"240","20.0",129,6.34285714285714,2012-06-20
"903",21,1003.1,29.6,28.3,26.1,26.2,89,86,"31.2",0.4,"200","21.8",129,6.34285714285714,2012-06-21
"904",22,1004.2,30.5,28.5,26.4,25.3,83,86,"16.0",0.7,"210","35.6",129,6.34285714285714,2012-06-22
"905",23,1003.5,30.3,28.8,28.1,24.9,79,88,"Trace",2.5,"210","37.7",130,6.17142857142857,2012-06-23
"906",24,1003.7,30.4,28.8,27.4,25.2,81,85,"4.9",1.4,"210","35.5",130,6.17142857142857,2012-06-24
"907",25,1003.7,30.7,28.9,28,24.9,79,86,"0.2",2,"210","35.1",130,6.17142857142857,2012-06-25
"908",26,1003.6,30,28.8,28.1,25.2,81,78,"0.8",2.2,"200","31.1",130,6.17142857142857,2012-06-26
"909",27,1005.1,31.5,29.4,28,25.3,79,74,"Trace",4,"180","26.9",130,6.17142857142857,2012-06-27
"910",28,1005,32.8,29.4,27.6,25.2,79,46,"0.0",7.8,"170","13.5",130,6.17142857142857,2012-06-28
"911",29,1000.4,33.3,29.4,26.5,25.1,79,65,"3.9",5.6,"050","34.9",130,6.17142857142857,2012-06-29
"912",30,1004.6,29.9,26.6,25.7,25.1,92,73,"38.1",2.4,"150","31.5",131,4.68571428571429,2012-06-30
"913",1,1008.5,31,27.8,25.7,25.2,86,63,"4.3",5.9,"120","22.5",131,4.68571428571429,2012-07-01
"914",2,1007.9,31.4,28.3,26.6,25.1,83,58,"Trace",6.3,"130","19.2",131,4.68571428571429,2012-07-02
"915",3,1005.3,33.2,29.1,26.8,24.9,79,38,"0.0",10.4,"140","11.0",131,4.68571428571429,2012-07-03
"916",4,1004.8,33.8,29.6,27.2,25.3,78,39,"0.0",11.2,"110","14.1",131,4.68571428571429,2012-07-04
"917",5,1005,28.8,27.8,26,26.3,92,84,"22.0",0.3,"110","20.0",131,4.68571428571429,2012-07-05
"918",6,1006.1,31.5,28.5,26.6,25.5,84,74,"0.8",5.7,"160","19.2",131,4.68571428571429,2012-07-06
"919",7,1005.9,32.6,29.1,26.9,25.3,81,63,"2.7",7.9,"170","22.3",132,5.04285714285714,2012-07-07
"920",8,1006.7,32.3,29.3,27.8,25.1,78,70,"0.4",7.3,"180","20.3",132,5.04285714285714,2012-07-08
"921",9,1007.8,32.9,29.8,27.8,24.9,76,68,"Trace",10.1,"210","15.9",132,5.04285714285714,2012-07-09
"922",10,1007.2,32.3,29.9,28.4,24.6,74,58,"Trace",10.8,"230","22.0",132,5.04285714285714,2012-07-10
"923",11,1006.8,32.6,30,28.6,25,75,76,"Trace",9.6,"230","27.2",132,5.04285714285714,2012-07-11
"924",12,1006.9,32.6,30,27.8,24.5,73,55,"1.3",10.3,"230","22.9",132,5.04285714285714,2012-07-12
"925",13,1006,31.7,29.2,27.1,25.2,79,69,"9.0",6.7,"220","25.8",132,5.04285714285714,2012-07-13
"926",14,1004.7,32.3,29.6,26.8,25.7,80,75,"7.0",7,"230","30.5",133,5.74285714285714,2012-07-14
"927",15,1005.6,33,30.2,28.7,25.8,77,78,"2.1",8.5,"230","28.0",133,5.74285714285714,2012-07-15
"928",16,1006.1,31.9,29.8,27.5,25.9,80,85,"18.4",4,"220","26.1",133,5.74285714285714,2012-07-16
"929",17,1006,32.1,30,28.7,25.7,78,83,"1.0",4,"220","22.7",133,5.74285714285714,2012-07-17
"930",18,1006.6,32.4,29.1,25.4,26,84,79,"34.3",5.4,"200","12.7",133,5.74285714285714,2012-07-18
"931",19,1006.8,33.6,30.2,27.6,25.2,75,62,"Trace",10.6,"230","11.8",133,5.74285714285714,2012-07-19
"932",20,1005.4,33,30.3,28.4,25.2,75,74,"4.2",6.6,"230","8.7",133,5.74285714285714,2012-07-20
"933",21,1002.2,33.7,30.1,26.8,25.2,76,78,"2.2",8.3,"040","11.9",134,4.25714285714286,2012-07-21
"934",22,998.7,32.4,28.9,26.5,24.9,79,83,"1.0",3.5,"050","39.5",134,4.25714285714286,2012-07-22
"935",23,992.2,27.9,26.4,25.3,24.6,90,85,"112.0",0.5,"050","73.1",134,4.25714285714286,2012-07-23
"936",24,996.5,29.2,26.9,25.6,25.3,91,88,"99.5",0.3,"140","62.1",134,4.25714285714286,2012-07-24
"937",25,1005.4,28.3,25.7,24.4,24.8,95,91,"82.3",0.2,"140","29.4",134,4.25714285714286,2012-07-25
"938",26,1006.6,26.2,25.5,25,25,97,85,"28.1",0,"120","18.0",134,4.25714285714286,2012-07-26
"939",27,1005,27,25.8,25.1,25.1,96,88,"25.7",0.1,"140","15.5",134,4.25714285714286,2012-07-27
"940",28,1005.2,32.1,27.7,25.6,25.1,86,72,"Trace",5.8,"160","8.5",135,5.22857142857143,2012-07-28
"941",29,1004.4,33.4,28.9,26.4,24.6,78,48,"0.0",10.2,"040","7.9",135,5.22857142857143,2012-07-29
"942",30,1001.2,32.9,29.4,26.8,24,74,38,"0.0",11.5,"240","14.7",135,5.22857142857143,2012-07-30
"943",31,999.1,32.5,29.2,26.3,24.8,78,66,"9.5",8.6,"280","16.4",135,5.22857142857143,2012-07-31
"944",1,997.2,33.6,30.6,27.4,25,73,81,"0.2",7.4,"280","14.7",135,5.22857142857143,2012-08-01
"945",2,997.1,34.1,31.8,29.3,24.4,66,55,"0.0",10.7,"230","16.0",135,5.22857142857143,2012-08-02
"946",3,998.4,33,31,29.6,24.4,68,78,"Trace",3.4,"250","14.0",135,5.22857142857143,2012-08-03
"947",4,998.7,30.5,29.8,29.3,26,80,79,"0.4",0,"240","20.0",136,3.52857142857143,2012-08-04
"948",5,1000.6,31.3,29.5,28.1,26.3,83,86,"6.8",1,"230","18.8",136,3.52857142857143,2012-08-05
"949",6,1002.2,32.5,29,25.3,25.8,84,74,"2.8",6.9,"120","10.0",136,3.52857142857143,2012-08-06
"950",7,1000.9,32.9,30,27.4,25.6,78,55,"Trace",8.9,"230","15.0",136,3.52857142857143,2012-08-07
"951",8,999.9,33.4,30.5,28.6,25.8,77,65,"0.0",9.7,"270","20.7",136,3.52857142857143,2012-08-08
"952",9,1000.9,34.3,30.5,28.5,25.2,74,36,"0.0",10.5,"240","26.7",136,3.52857142857143,2012-08-09
"953",10,1003,32,29.6,27,25.2,77,72,"7.7",4,"230","26.4",136,3.52857142857143,2012-08-10
"954",11,1004.2,29.5,27.6,25.5,25.1,86,84,"64.7",1,"230","20.8",137,2.78571428571429,2012-08-11
"955",12,1003.3,29.6,27.7,25.1,25.3,87,87,"12.4",1.3,"210#","17.1#",137,2.78571428571429,2012-08-12
"956",13,1003.3,30.1,27.8,26.4,25.6,88,86,"9.5",1.5,"230","11.0",137,2.78571428571429,2012-08-13
"957",14,1004.8,31.9,28.4,26.7,25.7,85,54,"1.9",7.9,"110","10.4",137,2.78571428571429,2012-08-14
"958",15,1003.9,33.7,30,27.2,25.5,77,43,"0.0",8.3,"360","5.3",137,2.78571428571429,2012-08-15
"959",16,1001.5,32.6,28.6,25.8,25.5,84,86,"15.4",4.9,"070","36.2",137,2.78571428571429,2012-08-16
"960",17,1004.7,29.7,28.2,26.8,25.3,85,88,"Trace",1.2,"130","37.8",137,2.78571428571429,2012-08-17
"961",18,1008.6,32.6,29.4,28,25.8,81,88,"0.1",4.4,"170","16.0",138,3.85714285714286,2012-08-18
"962",19,1008.1,32,29.2,27.6,24.9,78,67,"0.0",8.4,"230","10.2",138,3.85714285714286,2012-08-19
"963",20,1006.3,32.9,29.5,27.5,24.8,76,51,"0.0",10.3,"210","11.7",138,3.85714285714286,2012-08-20
"964",21,1006.4,31.6,29.1,27.8,25,79,63,"Trace",5.9,"230","11.5",138,3.85714285714286,2012-08-21
"965",22,1006.3,28.9,28,26.6,24.5,81,80,"5.1",0.3,"280","10.6",138,3.85714285714286,2012-08-22
"966",23,1006,31.8,28.9,26.6,24,75,53,"0.0",9.4,"340","6.1",138,3.85714285714286,2012-08-23
"967",24,1005,32.8,29.9,27.3,23.7,70,59,"0.0",10,"010","13.3",138,3.85714285714286,2012-08-24
"968",25,1003.6,33.4,30.1,27.8,22.5,64,84,"Trace",4.4,"360","16.3",139,4.85714285714286,2012-08-25
"969",26,1001.3,32.8,30.5,28.9,21.9,60,87,"0.0",2.2,"010","26.8",139,4.85714285714286,2012-08-26
"970",27,1001.4,33.4,30.8,28.6,21.9,59,76,"0.0",9.7,"280","16.3",139,4.85714285714286,2012-08-27
"971",28,1004.3,34.5,31,28.9,25.5,74,50,"0.0",10,"230","21.5",139,4.85714285714286,2012-08-28
"972",29,1007.2,31.8,29.4,26.7,24.7,76,74,"2.4",7.1,"230","18.9",139,4.85714285714286,2012-08-29
"973",30,1007.2,33.3,30.1,28.6,25.5,77,77,"Trace",6.1,"220","14.0",139,4.85714285714286,2012-08-30
"974",31,1007.6,30.9,28.5,26,25.8,85,80,"20.4",6.4,"120","12.5",139,4.85714285714286,2012-08-31
"975",1,1007.9,31.4,27.5,26.4,25.7,90,78,"11.1",4.9,"110","26.0",140,4.18571428571429,2012-09-01
"976",2,1008.3,32,28.4,25.8,25,82,57,"6.7",9.2,"110","23.2",140,4.18571428571429,2012-09-02
"977",3,1008.4,32.8,29.4,27.4,24.7,76,68,"Trace",8.6,"110","16.6",140,4.18571428571429,2012-09-03
"978",4,1010.3,31.9,27.9,25.7,25,85,79,"7.6",4.3,"100","26.7",140,4.18571428571429,2012-09-04
"979",5,1012.6,31.6,28.2,25.5,24.8,82,65,"0.5",6.3,"080","28.4",140,4.18571428571429,2012-09-05
"980",6,1013.1,32.2,29,26.7,25.6,82,84,"2.3",5.9,"080","31.4",140,4.18571428571429,2012-09-06
"981",7,1013.3,30.4,28.6,27.5,25.9,86,76,"4.7",2.3,"120","19.8",140,4.18571428571429,2012-09-07
"982",8,1012.1,31.2,28.8,27.2,25.2,81,60,"8.0",5.7,"030","5.8",141,2.78571428571429,2012-09-08
"983",9,1010.9,32.7,29.5,27.7,25.1,78,44,"Trace",10.4,"120","7.7",141,2.78571428571429,2012-09-09
"984",10,1010.3,31.8,29.3,27.7,24.7,77,59,"0.0",5,"180","8.8",141,2.78571428571429,2012-09-10
"985",11,1009.9,33.6,29.9,27.8,24.9,75,54,"Trace",10.8,"120","14.5",141,2.78571428571429,2012-09-11
"986",12,1009.1,33.2,29.8,27.9,25.1,77,53,"Trace",10.1,"120","13.0",141,2.78571428571429,2012-09-12
"987",13,1008.5,32.8,29,27.2,24.1,75,60,"0.7",7.1,"120","13.3",141,2.78571428571429,2012-09-13
"988",14,1009.3,30.5,26.9,24.8,19.7,65,61,"0.0",7,"020","33.6",141,2.78571428571429,2012-09-14
"989",15,1010.3,28.9,26.5,24.2,19.5,65,85,"Trace",2.1,"020","23.8",142,5.27142857142857,2012-09-15
"990",16,1010.8,29.5,27,24.3,19.2,63,23,"0.0",11.1,"020","13.3",142,5.27142857142857,2012-09-16
"991",17,1011.3,30.8,27,23.6,16.8,54,4,"0.0",11.3,"010","15.7",142,5.27142857142857,2012-09-17
"992",18,1010.1,30.4,27.4,25.3,18.6,59,68,"0.0",5,"030","10.1",142,5.27142857142857,2012-09-18
"993",19,1011,27.7,26.9,26,21.6,73,85,"0.0",0,"100","18.1",142,5.27142857142857,2012-09-19
"994",20,1011.6,29.4,27.2,25.5,23.5,80,88,"1.8",2.2,"100","33.3",142,5.27142857142857,2012-09-20
"995",21,1010.7,29.4,27.7,26.3,24,81,88,"1.2",3.7,"090","34.9",142,5.27142857142857,2012-09-21
"996",22,1009.1,30.5,28,26,25.7,88,79,"23.0",7.4,"110#","18.2#",143,4.74285714285714,2012-09-22
"997",23,1007.3,30.5,28.5,27,25.5,84,72,"0.9",3.6,"160","5.9",143,4.74285714285714,2012-09-23
"998",24,1007.4,32,27.7,24.8,25.4,88,82,"121.5",3.6,"110#","13.7#",143,4.74285714285714,2012-09-24
"999",25,1009.9,29.4,26.8,24.9,23.7,84,88,"22.6",4,"090","36.2",143,4.74285714285714,2012-09-25
"1000",26,1010.7,29.4,27,25.5,23.3,81,86,"0.4",2,"100","18.0",143,4.74285714285714,2012-09-26
"1001",27,1009.6,31.8,28.2,25.2,20.5,64,45,"Trace",10.8,"030","13.8",143,4.74285714285714,2012-09-27
"1002",28,1009.3,31.4,28.2,26.1,19.1,58,58,"0.0",9.7,"020","29.8",143,4.74285714285714,2012-09-28
"1003",29,1011.3,31.2,27.5,24.9,18.9,60,23,"0.0",9.1,"020","23.0",144,5.5,2012-09-29
"1004",30,1013.4,27.7,26,24.3,18.8,65,64,"Trace",4.2,"030","22.7",144,5.5,2012-09-30
"1005",1,1013.8,27.2,26,24.9,20.8,73,86,"Trace",1,"090","34.1",144,5.5,2012-10-01
"1006",2,1013.3,29.3,26.2,24.3,20.7,72,64,"0.0",9.3,"080","29.7",144,5.5,2012-10-02
"1007",3,1010.8,29.5,26.1,24.2,20.9,74,44,"0.0",9.3,"090","20.3",144,5.5,2012-10-03
"1008",4,1010.4,29.3,26,24,21.3,76,51,"0.0",8.7,"090","20.8",144,5.5,2012-10-04
"1009",5,1013.4,30,26.6,24.9,20.2,69,41,"0.1",9.5,"110","31.8",144,5.5,2012-10-05
"1010",6,1015.3,30.1,26.9,24.9,21.4,73,54,"Trace",8.1,"100","28.8",145,5.35714285714286,2012-10-06
"1011",7,1015.6,29.4,26.6,25.1,20.4,69,63,"Trace",8.8,"100","30.0",145,5.35714285714286,2012-10-07
"1012",8,1014.1,29,26.5,25.2,21,72,78,"0.0",6,"110","23.8",145,5.35714285714286,2012-10-08
"1013",9,1013,29.2,26.2,24.2,21,73,60,"0.0",7.6,"090","14.9",145,5.35714285714286,2012-10-09
"1014",10,1012.8,29.6,26.3,24,18.4,63,23,"0.0",10.2,"020","18.1",145,5.35714285714286,2012-10-10
"1015",11,1012.9,29,25.8,23.3,18.2,64,55,"0.0",10,"110","16.8",145,5.35714285714286,2012-10-11
"1016",12,1012.9,28.2,25.3,23.6,19.6,71,44,"0.0",8.5,"100","15.5",145,5.35714285714286,2012-10-12
"1017",13,1012.5,27.8,25.3,23.1,20.4,74,67,"0.0",5.5,"100","12.9",146,4.78571428571429,2012-10-13
"1018",14,1013.6,28.5,25.7,23.8,21.3,77,71,"0.0",5.5,"160","11.2",146,4.78571428571429,2012-10-14
"1019",15,1015.1,29.1,26.3,24.9,21.2,74,58,"0.0",7.1,"110","14.0",146,4.78571428571429,2012-10-15
"1020",16,1014.7,28.9,26.2,24.9,21.2,74,61,"Trace",4,"110","13.7",146,4.78571428571429,2012-10-16
"1021",17,1014.1,29.5,26.5,24.4,20.1,69,51,"0.0",6.1,"020","25.4",146,4.78571428571429,2012-10-17
"1022",18,1016.4,26.4,24.6,23.2,18.4,69,84,"0.0",0.6,"020","28.9",146,4.78571428571429,2012-10-18
"1023",19,1017.5,26.7,24.6,23.4,19.4,73,66,"Trace",7,"090","33.2",146,4.78571428571429,2012-10-19
"1024",20,1017.3,27.5,24.9,23.5,20.3,75,53,"Trace",9.3,"100","26.3",147,4.64285714285714,2012-10-20
"1025",21,1017.4,28.7,25,22.4,19.5,72,32,"0.0",8.4,"100","23.6",147,4.64285714285714,2012-10-21
"1026",22,1015.9,29.8,25.7,22.9,20.3,73,20,"0.0",9.7,"130","13.1",147,4.64285714285714,2012-10-22
"1027",23,1014.6,30.7,26.3,23.7,20.8,73,33,"Trace",10,"110","16.2",147,4.64285714285714,2012-10-23
"1028",24,1015,28.7,25.6,24,20.5,74,50,"0.0",9.2,"090","30.9",147,4.64285714285714,2012-10-24
"1029",25,1014.7,28.8,25.8,24.2,20.9,75,44,"0.0",9.3,"090","27.7",147,4.64285714285714,2012-10-25
"1030",26,1014.1,26.7,25.1,23.8,20.6,77,85,"0.7",1.2,"060","35.7",147,4.64285714285714,2012-10-26
"1031",27,1014.7,27.8,26.1,24,22,78,82,"0.8",0.8,"080","37.2",148,5.47142857142857,2012-10-27
"1032",28,1015.9,28.3,26.2,24.9,21.9,77,79,"0.0",6.2,"090","37.9",148,5.47142857142857,2012-10-28
"1033",29,1014.2,25.7,25.3,24.6,21.8,81,88,"0.4",0,"090","45.7",148,5.47142857142857,2012-10-29
